,ID,tweet_id,term,pos,pos_fre,neg_fre,label,fea_weight,normalize_weight
88,88,43,agam,adj,3,3,1,-3.162084248225129,0.4539115102962683
89,89,43,harga,n,2,1,1,-2.747046748946285,0.6762517766694864
90,90,44,percaya,v,6,2,1,-2.577121747503973,0.7672825152167273
91,91,45,kampung,n,1,2,0,-2.65367525080517,0.7262719406412581
92,92,45,waras,adj,8,2,0,-4.390640844971377,-0.204240106002897
93,93,46,luas,adj,6,3,1,-2.747046748946285,0.6762517766694864
94,94,47,buruk,adj,1,19,0,-2.142713331527791,1.0
95,95,47,percaya,v,6,2,0,-4.068712750084014,-0.031779597025636486
96,96,48,sakit,adj,1,7,0,-2.26135782802641,0.9364408059487268
97,97,48,ganggu,v,1,4,0,-2.3906408449713763,0.8671824365844569
98,98,49,nyaman,adj,4,2,1,-2.747046748946285,0.6762517766694864
99,99,50,kawasan,n,5,3,1,-2.840156153337767,0.6263720192735287
100,100,51,luas,adj,6,3,1,-2.747046748946285,0.6762517766694864
101,101,51,maju,v,6,1,1,-2.384476669561577,0.8704846548297176
102,102,52,kecewa,adj,1,4,0,-2.3906408449713763,0.8671824365844569
103,103,53,jatuh,v,4,13,1,-4.2495470894754686,-0.12865459087458475
104,104,53,stabil,adj,2,4,1,-3.747046748946285,0.14054050537580953
105,105,54,pakar,n,4,1,1,-2.484012343112491,0.817162272612685
106,106,54,unggul,adj,9,1,1,-2.314087341670179,0.9081930111599259
107,107,55,buruk,adj,1,19,0,-2.142713331527791,1.0
108,108,56,pimpin,v,2,1,1,-2.747046748946285,0.6762517766694864
109,109,57,kenal,v,4,1,0,-4.390640844971377,-0.204240106002897
110,110,57,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
111,111,58,usang,adj,1,6,0,-2.291105171420462,0.9205048188014895
112,112,58,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
113,113,59,buruk,adj,1,19,0,-2.142713331527791,1.0
114,114,59,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
115,115,60,lengkap,adj,4,1,1,-2.484012343112491,0.817162272612685
116,116,60,baik,adj,13,1,1,-2.268999452141641,0.9323471017792078
117,117,60,suka,adj,4,2,1,-2.747046748946285,0.6762517766694864
118,118,61,buruk,adj,1,19,0,-2.142713331527791,1.0
119,119,61,senang,adj,8,4,0,-3.65367525080517,0.19056066934758142
120,120,61,jamin,v,2,2,0,-3.068712750084014,0.5039316742680402
121,121,62,emosi,n,3,1,0,-4.068712750084014,-0.031779597025636486
122,122,63,mati,v,2,5,0,-2.554139577254256,0.7795943228582907
123,123,63,suram,adj,5,12,0,-2.5712130906131976,0.7704478493113227
124,124,63,layak,adj,9,1,0,-5.390640844971377,-0.7399513772965738
125,125,64,tajam,adj,12,7,1,-2.8250492609475586,0.6344649518011838
126,126,64,mantap,adj,3,3,1,-3.162084248225129,0.4539115102962683
127,127,64,halus,adj,16,6,1,-2.6215158668624263,0.7435000850972469
128,128,64,pokok,n,3,2,1,-2.899049842391335,0.5948220062394671
129,129,65,daerah,n,5,3,1,-2.840156153337767,0.6263720192735287
130,130,65,asing,adj,3,6,1,-3.747046748946285,0.14054050537580953
131,131,66,nasib,n,5,1,0,-4.65367525080517,-0.34515060194609537
132,132,66,parah,adj,2,5,0,-2.554139577254256,0.7795943228582907
133,133,67,sesuai,n,3,1,1,-2.577121747503973,0.7672825152167273
134,134,67,perlu,adv,2,2,1,-3.162084248225129,0.4539115102962683
135,135,68,kualitas,n,4,1,0,-4.390640844971377,-0.204240106002897
136,136,68,layak,adj,9,1,0,-5.390640844971377,-0.7399513772965738
137,137,68,baik,adj,13,1,0,-5.876067672141619,-1.0
138,138,69,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
139,139,69,mutu,n,4,1,1,-2.484012343112491,0.817162272612685
140,140,70,hebat,adj,15,6,1,-2.647511075395371,0.729574158886519
141,141,70,harga,n,2,1,1,-2.747046748946285,0.6762517766694864
142,142,70,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
143,143,70,juara,n,2,1,1,-2.747046748946285,0.6762517766694864
144,144,71,sesuai,n,3,1,1,-2.577121747503973,0.7672825152167273
145,145,71,mantap,adj,3,3,1,-3.162084248225129,0.4539115102962683
146,146,72,jelek,adj,2,3,0,-2.8056783442502207,0.6448421702112386
147,147,72,parah,adj,2,5,0,-2.554139577254256,0.7795943228582907
148,148,72,main,v,4,1,0,-4.390640844971377,-0.204240106002897
149,149,73,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
150,150,73,tajam,adj,12,7,1,-2.8250492609475586,0.6344649518011838
151,151,73,juara,n,2,1,1,-2.747046748946285,0.6762517766694864
152,152,74,hemat,adj,4,2,1,-2.747046748946285,0.6762517766694864
153,153,75,asa,n,2,2,0,-3.068712750084014,0.5039316742680402
154,154,75,ganggu,v,1,4,0,-2.3906408449713763,0.8671824365844569
155,155,76,percaya,v,6,2,0,-4.068712750084014,-0.031779597025636486
156,156,76,khianat,n,3,1,0,-4.068712750084014,-0.031779597025636486
157,157,77,gembira,adj,11,8,1,-2.9505801430314174,0.5672166433734231
158,158,77,jaga,v,5,5,1,-3.162084248225129,0.4539115102962683
159,159,78,pelit,adj,1,2,0,-2.65367525080517,0.7262719406412581
160,160,78,cukup,adj,3,3,0,-3.068712750084014,0.5039316742680402
161,161,79,kolot,adj,2,5,0,-2.554139577254256,0.7795943228582907
162,162,79,bagus,adj,13,1,0,-5.876067672141619,-1.0
163,163,79,kuat,adj,18,9,0,-3.65367525080517,0.19056066934758142
164,164,80,rumit,adj,4,7,0,-2.7207894466637073,0.6903181094560285
165,165,81,bintang,n,2,1,1,-2.747046748946285,0.6762517766694864
166,166,81,lancar,adj,3,3,1,-3.162084248225129,0.4539115102962683
167,167,82,sedih,n,1,3,0,-2.483750249362858,0.8173026791884992
168,168,82,kolot,adj,2,5,0,-2.554139577254256,0.7795943228582907
169,169,83,suka,adj,4,2,1,-2.747046748946285,0.6762517766694864
170,170,83,agam,adj,3,3,1,-3.162084248225129,0.4539115102962683
171,171,83,harga,n,2,1,1,-2.747046748946285,0.6762517766694864
172,172,84,percaya,v,6,2,1,-2.577121747503973,0.7672825152167273
173,173,85,kampung,n,1,2,0,-2.65367525080517,0.7262719406412581
174,174,85,waras,adj,8,2,0,-4.390640844971377,-0.204240106002897
175,175,86,luas,adj,6,3,1,-2.747046748946285,0.6762517766694864
176,176,87,buruk,adj,1,19,0,-2.142713331527791,1.0
177,177,87,percaya,v,6,2,0,-4.068712750084014,-0.031779597025636486
178,178,88,sakit,adj,1,7,0,-2.26135782802641,0.9364408059487268
179,179,88,ganggu,v,1,4,0,-2.3906408449713763,0.8671824365844569
180,180,89,nyaman,adj,4,2,1,-2.747046748946285,0.6762517766694864
181,181,90,kawasan,n,5,3,1,-2.840156153337767,0.6263720192735287
182,182,91,luas,adj,6,3,1,-2.747046748946285,0.6762517766694864
183,183,91,maju,v,6,1,1,-2.384476669561577,0.8704846548297176
184,184,92,kecewa,adj,1,4,0,-2.3906408449713763,0.8671824365844569
185,185,93,jatuh,v,4,13,1,-4.2495470894754686,-0.12865459087458475
186,186,93,stabil,adj,2,4,1,-3.747046748946285,0.14054050537580953
187,187,94,pakar,n,4,1,1,-2.484012343112491,0.817162272612685
188,188,94,unggul,adj,9,1,1,-2.314087341670179,0.9081930111599259
189,189,95,buruk,adj,1,19,0,-2.142713331527791,1.0
190,190,96,pimpin,v,2,1,1,-2.747046748946285,0.6762517766694864
191,191,97,kenal,v,4,1,0,-4.390640844971377,-0.204240106002897
192,192,97,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
193,193,98,usang,adj,1,6,0,-2.291105171420462,0.9205048188014895
194,194,98,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
195,195,99,buruk,adj,1,19,0,-2.142713331527791,1.0
196,196,99,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
197,197,100,lengkap,adj,4,1,1,-2.484012343112491,0.817162272612685
198,198,100,baik,adj,13,1,1,-2.268999452141641,0.9323471017792078
199,199,100,suka,adj,4,2,1,-2.747046748946285,0.6762517766694864
200,200,101,buruk,adj,1,19,0,-2.142713331527791,1.0
201,201,101,senang,adj,8,4,0,-3.65367525080517,0.19056066934758142
202,202,101,jamin,v,2,2,0,-3.068712750084014,0.5039316742680402
203,203,102,emosi,n,3,1,0,-4.068712750084014,-0.031779597025636486
204,204,103,mati,v,2,5,0,-2.554139577254256,0.7795943228582907
205,205,103,suram,adj,5,12,0,-2.5712130906131976,0.7704478493113227
206,206,103,layak,adj,9,1,0,-5.390640844971377,-0.7399513772965738
207,207,104,tajam,adj,12,7,1,-2.8250492609475586,0.6344649518011838
208,208,104,mantap,adj,3,3,1,-3.162084248225129,0.4539115102962683
209,209,104,halus,adj,16,6,1,-2.6215158668624263,0.7435000850972469
210,210,104,pokok,n,3,2,1,-2.899049842391335,0.5948220062394671
211,211,105,daerah,n,5,3,1,-2.840156153337767,0.6263720192735287
212,212,105,asing,adj,3,6,1,-3.747046748946285,0.14054050537580953
213,213,106,nasib,n,5,1,0,-4.65367525080517,-0.34515060194609537
214,214,106,parah,adj,2,5,0,-2.554139577254256,0.7795943228582907
215,215,107,sesuai,n,3,1,1,-2.577121747503973,0.7672825152167273
216,216,107,perlu,adv,2,2,1,-3.162084248225129,0.4539115102962683
217,217,108,kualitas,n,4,1,0,-4.390640844971377,-0.204240106002897
218,218,108,layak,adj,9,1,0,-5.390640844971377,-0.7399513772965738
219,219,108,baik,adj,13,1,0,-5.876067672141619,-1.0
220,220,109,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
221,221,109,mutu,n,4,1,1,-2.484012343112491,0.817162272612685
222,222,110,hebat,adj,15,6,1,-2.647511075395371,0.729574158886519
223,223,110,harga,n,2,1,1,-2.747046748946285,0.6762517766694864
224,224,110,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
225,225,110,juara,n,2,1,1,-2.747046748946285,0.6762517766694864
226,226,111,sesuai,n,3,1,1,-2.577121747503973,0.7672825152167273
227,227,111,mantap,adj,3,3,1,-3.162084248225129,0.4539115102962683
228,228,112,jelek,adj,2,3,0,-2.8056783442502207,0.6448421702112386
229,229,112,parah,adj,2,5,0,-2.554139577254256,0.7795943228582907
230,230,112,main,v,4,1,0,-4.390640844971377,-0.204240106002897
231,231,113,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
232,232,113,tajam,adj,12,7,1,-2.8250492609475586,0.6344649518011838
233,233,113,juara,n,2,1,1,-2.747046748946285,0.6762517766694864
234,234,114,hemat,adj,4,2,1,-2.747046748946285,0.6762517766694864
235,235,115,asa,n,2,2,0,-3.068712750084014,0.5039316742680402
236,236,115,ganggu,v,1,4,0,-2.3906408449713763,0.8671824365844569
237,237,116,percaya,v,6,2,0,-4.068712750084014,-0.031779597025636486
238,238,116,khianat,n,3,1,0,-4.068712750084014,-0.031779597025636486
239,239,117,gembira,adj,11,8,1,-2.9505801430314174,0.5672166433734231
240,240,117,jaga,v,5,5,1,-3.162084248225129,0.4539115102962683
241,241,118,pelit,adj,1,2,0,-2.65367525080517,0.7262719406412581
242,242,118,cukup,adj,3,3,0,-3.068712750084014,0.5039316742680402
243,243,119,kolot,adj,2,5,0,-2.554139577254256,0.7795943228582907
244,244,119,bagus,adj,13,1,0,-5.876067672141619,-1.0
245,245,119,kuat,adj,18,9,0,-3.65367525080517,0.19056066934758142
246,246,120,rumit,adj,4,7,0,-2.7207894466637073,0.6903181094560285
247,247,121,bintang,n,2,1,1,-2.747046748946285,0.6762517766694864
248,248,121,lancar,adj,3,3,1,-3.162084248225129,0.4539115102962683
249,249,122,sedih,n,1,3,0,-2.483750249362858,0.8173026791884992
250,250,122,kolot,adj,2,5,0,-2.554139577254256,0.7795943228582907
251,251,123,suka,adj,4,2,1,-2.747046748946285,0.6762517766694864
252,252,123,agam,adj,3,3,1,-3.162084248225129,0.4539115102962683
253,253,123,harga,n,2,1,1,-2.747046748946285,0.6762517766694864
254,254,124,percaya,v,6,2,1,-2.577121747503973,0.7672825152167273
255,255,125,kampung,n,1,2,0,-2.65367525080517,0.7262719406412581
256,256,125,waras,adj,8,2,0,-4.390640844971377,-0.204240106002897
257,257,126,luas,adj,6,3,1,-2.747046748946285,0.6762517766694864
258,258,127,buruk,adj,1,19,0,-2.142713331527791,1.0
259,259,127,percaya,v,6,2,0,-4.068712750084014,-0.031779597025636486
260,260,128,sakit,adj,1,7,0,-2.26135782802641,0.9364408059487268
261,261,128,ganggu,v,1,4,0,-2.3906408449713763,0.8671824365844569
262,262,129,nyaman,adj,4,2,1,-2.747046748946285,0.6762517766694864
263,263,130,kawasan,n,5,3,1,-2.840156153337767,0.6263720192735287
264,264,131,luas,adj,6,3,1,-2.747046748946285,0.6762517766694864
265,265,131,maju,v,6,1,1,-2.384476669561577,0.8704846548297176
266,266,132,kecewa,adj,1,4,0,-2.3906408449713763,0.8671824365844569
267,267,133,jatuh,v,4,13,1,-4.2495470894754686,-0.12865459087458475
268,268,133,stabil,adj,2,4,1,-3.747046748946285,0.14054050537580953
269,269,134,pakar,n,4,1,1,-2.484012343112491,0.817162272612685
270,270,134,unggul,adj,9,1,1,-2.314087341670179,0.9081930111599259
271,271,135,buruk,adj,1,19,0,-2.142713331527791,1.0
272,272,136,pimpin,v,2,1,1,-2.747046748946285,0.6762517766694864
273,273,137,kenal,v,4,1,0,-4.390640844971377,-0.204240106002897
274,274,137,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
275,275,138,usang,adj,1,6,0,-2.291105171420462,0.9205048188014895
276,276,138,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
277,277,139,buruk,adj,1,19,0,-2.142713331527791,1.0
278,278,139,payah,adj,2,8,0,-2.3906408449713763,0.8671824365844569
279,279,140,lengkap,adj,4,1,1,-2.484012343112491,0.817162272612685
280,280,140,baik,adj,13,1,1,-2.268999452141641,0.9323471017792078
281,281,140,suka,adj,4,2,1,-2.747046748946285,0.6762517766694864
282,282,141,buruk,adj,1,19,0,-2.142713331527791,1.0
283,283,141,senang,adj,8,4,0,-3.65367525080517,0.19056066934758142
284,284,141,jamin,v,2,2,0,-3.068712750084014,0.5039316742680402
285,285,142,emosi,n,3,1,0,-4.068712750084014,-0.031779597025636486
286,286,143,mati,v,2,5,0,-2.554139577254256,0.7795943228582907
287,287,143,suram,adj,5,12,0,-2.5712130906131976,0.7704478493113227
288,288,143,layak,adj,9,1,0,-5.390640844971377,-0.7399513772965738
289,289,144,tajam,adj,12,7,1,-2.8250492609475586,0.6344649518011838
290,290,144,mantap,adj,3,3,1,-3.162084248225129,0.4539115102962683
291,291,144,halus,adj,16,6,1,-2.6215158668624263,0.7435000850972469
292,292,144,pokok,n,3,2,1,-2.899049842391335,0.5948220062394671
293,293,145,daerah,n,5,3,1,-2.840156153337767,0.6263720192735287
294,294,145,asing,adj,3,6,1,-3.747046748946285,0.14054050537580953
295,295,146,nasib,n,5,1,0,-4.65367525080517,-0.34515060194609537
296,296,146,parah,adj,2,5,0,-2.554139577254256,0.7795943228582907
297,297,147,sesuai,n,3,1,1,-2.577121747503973,0.7672825152167273
298,298,147,perlu,adv,2,2,1,-3.162084248225129,0.4539115102962683
299,299,148,kualitas,n,4,1,0,-4.390640844971377,-0.204240106002897
300,300,148,layak,adj,9,1,0,-5.390640844971377,-0.7399513772965738
301,301,148,baik,adj,13,1,0,-5.876067672141619,-1.0
302,302,149,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
303,303,149,mutu,n,4,1,1,-2.484012343112491,0.817162272612685
304,304,150,hebat,adj,15,6,1,-2.647511075395371,0.729574158886519
305,305,150,harga,n,2,1,1,-2.747046748946285,0.6762517766694864
306,306,150,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
307,307,150,juara,n,2,1,1,-2.747046748946285,0.6762517766694864
308,308,151,sesuai,n,3,1,1,-2.577121747503973,0.7672825152167273
309,309,151,mantap,adj,3,3,1,-3.162084248225129,0.4539115102962683
310,310,152,jelek,adj,2,3,0,-2.8056783442502207,0.6448421702112386
311,311,152,parah,adj,2,5,0,-2.554139577254256,0.7795943228582907
312,312,152,main,v,4,1,0,-4.390640844971377,-0.204240106002897
313,313,153,murah,adj,3,5,1,-3.577121747503973,0.2315712439230504
314,314,153,tajam,adj,12,7,1,-2.8250492609475586,0.6344649518011838
315,315,153,juara,n,2,1,1,-2.747046748946285,0.6762517766694864
316,316,154,hemat,adj,4,2,1,-2.747046748946285,0.6762517766694864
317,317,155,asa,n,2,2,0,-3.068712750084014,0.5039316742680402
318,318,155,ganggu,v,1,4,0,-2.3906408449713763,0.8671824365844569
319,319,156,percaya,v,6,2,0,-4.068712750084014,-0.031779597025636486
320,320,156,khianat,n,3,1,0,-4.068712750084014,-0.031779597025636486
321,321,157,gembira,adj,11,8,1,-2.9505801430314174,0.5672166433734231
322,322,157,jaga,v,5,5,1,-3.162084248225129,0.4539115102962683
323,323,158,pelit,adj,1,2,0,-2.65367525080517,0.7262719406412581
324,324,158,cukup,adj,3,3,0,-3.068712750084014,0.5039316742680402
325,325,159,kolot,adj,2,5,0,-2.554139577254256,0.7795943228582907
326,326,159,bagus,adj,13,1,0,-5.876067672141619,-1.0
327,327,159,kuat,adj,18,9,0,-3.65367525080517,0.19056066934758142
